id,label
10410,0.000001
10411,0.001329
10412,0.000006
10413,0.000002
10414,0.999941
10415,0.999734
10416,0.000000
10417,0.000001
10418,0.000057
10419,0.999718
1042,0.938318
10420,0.999123
10421,0.999135
10422,0.999607
10423,0.000001
10424,0.005479
10425,0.998510
10426,0.013434
10427,0.999997
10428,0.996671
10429,0.999946
1043,0.004661
10430,0.001899
10431,0.000712
10432,0.999739
10433,0.999987
10434,0.999997
10435,0.000003
10436,0.999992
10437,0.000697
10438,0.999973
10439,0.001258
1044,0.987575
10440,0.000967
10441,0.000326
10442,0.999490
10443,0.999781
10444,0.999395
10445,1.000000
10446,0.999939
10447,0.999986
10448,1.000000
10449,0.999983
1045,0.001475
10450,0.008927
10451,0.009463
10452,0.848019
10453,0.998433
10454,0.002253
10455,0.847657
10456,0.986856
10457,0.002606
10458,0.999999
10459,0.000000
1046,0.360460
10460,0.006135
10461,0.000000
10462,0.999993
10463,0.003010
10464,0.999998
10465,0.999992
10466,0.999639
10467,0.000072
10468,0.000083
10469,0.000041
1047,0.009845
10470,0.000059
10471,0.084575
10472,0.000005
10473,0.999654
10474,0.973122
10475,0.000040
10476,0.999999
10477,0.000518
10478,0.999998
10479,0.999260
1048,1.000000
10480,0.009097
10481,0.000001
10482,0.862364
10483,0.177720
10484,0.998472
10485,0.999164
10486,0.002512
10487,0.999986
10488,0.999129
10489,0.000933
1049,0.000058
10490,1.000000
10491,0.005667
10492,0.999970
10493,0.000435
10494,0.999993
10495,0.012362
10496,1.000000
10497,0.999803
10498,0.000008
10499,0.999981
105,0.999999
1050,0.060598
10500,1.000000
10501,0.999963
10502,0.999999
10503,0.919853
10504,0.999994
10505,0.864093
10506,0.000031
10507,0.988923
10508,0.031560
10509,0.991399
1051,0.019599
10510,0.003339
10511,0.000391
10512,0.989170
10513,0.000220
10514,0.999995
10515,0.045967
10516,0.998935
10517,0.999992
10518,0.999963
10519,0.000000
1052,0.999974
10520,0.994371
10521,0.006588
10522,0.113345
10523,0.999996
10524,0.999998
10525,0.999989
10526,0.848466
10527,0.003683
10528,0.000006
10529,0.000032
1053,0.999998
10530,0.010245
10531,0.999114
10532,0.002308
10533,0.000113
10534,1.000000
10535,0.928806
10536,0.014933
10537,0.995004
10538,0.000044
10539,0.001881
1054,0.999999
10540,0.999981
10541,0.990603
10542,0.040300
10543,0.000286
10544,0.003422
10545,0.002364
10546,0.000003
10547,0.981937
10548,0.999999
10549,0.000594
1055,0.997921
10550,0.995810
10551,0.999901
10552,0.000011
10553,0.009510
10554,0.999935
10555,0.000001
10556,0.999990
10557,0.105164
10558,0.999999
10559,1.000000
1056,0.999302
10560,0.031124
10561,0.999985
10562,0.999878
10563,0.999929
10564,0.999999
10565,0.999944
10566,0.999992
10567,0.999999
10568,0.999878
10569,0.999952
1057,0.999893
10570,0.829755
10571,1.000000
10572,0.012091
10573,0.000001
10574,0.995556
10575,0.000010
10576,0.000006
10577,0.000057
10578,1.000000
10579,0.970107
1058,0.999971
10580,0.999371
10581,1.000000
10582,0.000011
10583,0.977413
10584,0.999798
10585,0.000042
10586,0.011382
10587,0.999816
10588,0.999957
10589,0.000042
1059,0.999999
10590,0.000013
10591,0.999416
10592,0.001155
10593,0.999655
10594,0.999995
10595,1.000000
10596,0.047772
10597,0.007828
10598,0.999999
10599,1.000000
106,0.999797
1060,0.000177
10600,0.999949
10601,0.997086
10602,0.982062
10603,0.000000
10604,0.028551
10605,0.024311
10606,0.999938
10607,0.000098
10608,0.999947
10609,0.997591
1061,0.000001
10610,0.999994
10611,0.133285
10612,0.999902
10613,0.002468
10614,0.000004
10615,0.000224
10616,0.999997
10617,0.195793
10618,0.000992
10619,0.168490
1062,0.001766
10620,0.663851
10621,0.000000
10622,0.999976
10623,0.000167
10624,0.001719
10625,0.999996
10626,0.531719
10627,0.000001
10628,0.000104
10629,0.999939
1063,0.000348
10630,0.031949
10631,0.000173
10632,0.999991
10633,1.000000
10634,0.000004
10635,0.000172
10636,0.977986
10637,0.002026
10638,0.000188
10639,0.999288
1064,0.425925
10640,0.999928
10641,0.999964
10642,0.999985
10643,0.000030
10644,0.999976
10645,1.000000
10646,0.999670
10647,0.254324
10648,0.999967
10649,0.035979
1065,0.001523
10650,0.183614
10651,0.999910
10652,0.105642
10653,0.000004
10654,0.000330
10655,0.000000
10656,0.999995
10657,0.025530
10658,0.999348
10659,0.998516
1066,1.000000
10660,0.000011
10661,0.999988
10662,0.994303
10663,0.999971
10664,0.000243
10665,0.004175
10666,0.999986
10667,0.999996
10668,0.000020
10669,0.000064
1067,0.999999
10670,0.670165
10671,0.000053
10672,0.009204
10673,0.999998
10674,0.000000
10675,0.000164
10676,0.898910
10677,0.000047
10678,0.082906
10679,0.000145
1068,1.000000
10680,0.999160
10681,0.000001
10682,0.004416
10683,0.999950
10684,0.999983
10685,0.005128
10686,0.000303
10687,0.000019
10688,0.999984
10689,1.000000
1069,0.016492
10690,0.000025
10691,0.000893
10692,1.000000
10693,0.000187
10694,0.012765
10695,0.999998
10696,0.999920
10697,1.000000
10698,0.398115
10699,0.999976
107,0.001223
1070,0.999996
10700,0.000112
10701,0.999999
10702,0.999755
10703,0.419862
10704,0.015327
10705,1.000000
10706,0.999411
10707,1.000000
10708,0.000241
10709,0.999996
1071,0.000652
10710,0.999273
10711,0.000020
10712,0.999995
10713,0.747474
10714,0.999418
10715,0.999979
10716,0.001028
10717,0.999875
10718,0.297391
10719,0.999989
1072,0.921543
10720,0.999992
10721,0.000000
10722,0.002549
10723,0.999981
10724,0.999996
10725,0.999754
10726,0.000677
10727,0.000014
10728,0.652375
10729,0.000158
1073,0.000038
10730,0.999998
10731,0.999909
10732,0.813992
10733,0.971679
10734,0.016461
10735,0.000000
10736,0.978388
10737,0.001557
10738,0.993728
10739,0.999993
1074,0.999361
10740,0.000152
10741,0.918651
10742,0.999989
10743,0.999915
10744,0.999954
10745,0.040364
10746,0.000055
10747,0.575576
10748,0.016946
10749,0.000009
1075,0.999395
10750,0.997017
10751,0.000041
10752,0.999657
10753,0.974944
10754,0.000373
10755,0.999999
10756,0.999987
10757,0.000017
10758,0.999998
10759,0.004054
1076,0.000005
10760,0.110807
10761,0.270000
10762,0.000535
10763,0.000003
10764,0.000032
10765,0.999991
10766,0.999999
10767,1.000000
10768,1.000000
10769,0.999979
1077,0.006914
10770,0.999995
10771,0.999953
10772,0.887375
10773,0.999977
10774,0.000068
10775,0.000000
10776,0.406266
10777,0.999947
10778,0.000005
10779,0.000005
1078,0.000017
10780,0.000007
10781,0.062620
10782,0.997540
10783,0.004203
10784,0.000701
10785,0.999989
10786,0.000004
10787,0.999813
10788,0.999925
10789,0.000000
1079,0.996467
10790,0.998109
10791,0.000134
10792,0.002018
10793,0.000020
10794,0.998903
10795,0.999980
10796,0.020878
10797,0.069865
10798,0.997025
10799,0.000005
108,0.024824
1080,1.000000
10800,0.084430
10801,0.998855
10802,0.000000
10803,0.000973
10804,0.999999
10805,0.819582
10806,0.999511
10807,0.002944
10808,0.998469
10809,0.000010
1081,0.988308
10810,0.350148
10811,0.999801
10812,0.000300
10813,0.000229
10814,0.000002
10815,0.998490
10816,0.043867
10817,0.000034
10818,0.000042
10819,0.031532
1082,1.000000
10820,0.999962
10821,0.999768
10822,0.003758
10823,0.045977
10824,0.000973
10825,0.999997
10826,0.999902
10827,0.000323
10828,0.000571
10829,0.999506
1083,0.999801
10830,0.000163
10831,0.995715
10832,0.999711
10833,0.356803
10834,0.131916
10835,0.000217
10836,0.999946
10837,0.894079
10838,0.999852
10839,0.000423
1084,0.000018
10840,0.538644
10841,0.004195
10842,0.003870
10843,0.036200
10844,0.999999
10845,0.997536
10846,0.000525
10847,1.000000
10848,0.999593
10849,0.622836
1085,0.872251
10850,0.000014
10851,1.000000
10852,0.586909
10853,0.999999
10854,0.999517
10855,0.999999
10856,0.000410
10857,1.000000
10858,0.999965
10859,0.999601
1086,0.999994
10860,0.000003
10861,0.999996
10862,0.000039
10863,0.999984
10864,0.946799
10865,0.000007
10866,0.999461
10867,0.000069
10868,0.317462
10869,0.998607
1087,0.999961
10870,0.651939
10871,0.000050
10872,0.999905
10873,0.000022
10874,0.000632
10875,0.999995
10876,0.999988
10877,0.009146
10878,0.000002
10879,1.000000
1088,0.001605
10880,0.006491
10881,0.999807
10882,0.732536
10883,0.999940
10884,0.000538
10885,0.172546
10886,0.000002
10887,0.000001
10888,0.999999
10889,0.065159
1089,0.999989
10890,0.624313
10891,0.000199
10892,0.999704
10893,0.001298
10894,0.002387
10895,0.999999
10896,0.999968
10897,0.144976
10898,0.999519
10899,0.999993
109,0.997630
1090,0.007388
10900,1.000000
10901,0.001790
10902,0.999981
10903,0.999999
10904,0.999996
10905,0.999999
10906,0.002454
10907,1.000000
10908,0.085944
10909,0.999999
1091,0.992524
10910,0.000146
10911,0.990504
10912,0.999978
10913,0.950294
10914,0.999874
10915,0.000006
10916,0.999978
10917,0.029003
10918,0.000006
10919,0.998896
1092,0.998142
10920,0.999992
10921,0.296564
10922,0.010959
10923,0.003065
10924,0.999996
10925,0.999995
10926,0.998693
10927,0.003650
10928,0.000006
10929,0.995594
1093,0.983833
10930,0.716004
10931,0.004431
10932,0.999999
10933,0.990576
10934,0.000000
10935,0.999996
10936,0.999485
10937,0.998254
10938,0.028774
10939,0.061196
1094,0.999993
10940,0.999986
10941,0.000018
10942,0.041930
10943,0.980302
10944,0.000976
10945,0.001287
10946,1.000000
10947,0.000003
10948,0.610893
10949,0.017745
1095,0.999294
10950,0.000175
10951,1.000000
10952,0.997967
10953,0.000704
10954,0.991211
10955,0.000995
10956,0.004206
10957,0.999602
10958,0.000004
10959,0.998028
1096,0.999933
10960,0.016882
10961,0.999537
10962,0.952724
10963,1.000000
10964,0.000000
10965,0.000002
10966,0.999961
10967,0.000004
10968,0.999554
10969,0.033584
1097,0.001179
10970,0.000073
10971,0.000460
10972,0.099040
10973,0.999957
10974,0.999964
10975,0.000060
10976,0.999385
10977,0.011984
10978,0.000010
10979,1.000000
1098,0.030146
10980,0.000000
10981,0.968201
10982,0.975342
10983,1.000000
10984,0.999999
10985,0.999992
10986,0.021490
10987,0.280731
10988,0.689445
10989,0.000079
1099,0.000713
10990,1.000000
10991,0.516195
10992,0.000016
10993,1.000000
10994,0.999979
10995,0.018183
10996,0.999996
10997,0.000000
10998,1.000000
10999,0.165763
11,0.000089
110,0.999961
1100,1.000000
11000,0.977353
11001,0.999999
11002,0.999833
11003,0.001613
11004,0.219130
11005,0.999995
11006,1.000000
11007,0.999423
11008,0.000002
11009,0.024849
1101,0.999631
11010,0.999156
11011,0.854868
11012,0.999973
11013,0.999087
11014,0.989213
11015,0.999256
11016,0.999985
11017,0.017719
11018,0.016595
11019,0.991533
1102,0.132700
11020,0.999959
11021,0.999999
11022,0.000013
11023,1.000000
11024,0.999907
11025,0.001611
11026,0.000022
11027,0.999296
11028,0.000442
11029,0.984217
1103,0.000043
11030,0.999995
11031,0.000001
11032,0.000000
11033,0.999990
11034,0.988326
11035,0.999575
11036,0.985838
11037,0.999944
11038,0.003754
11039,0.000010
1104,0.000002
11040,0.028704
11041,0.999980
11042,0.965788
11043,0.999957
11044,0.999980
11045,0.876597
11046,1.000000
11047,0.999997
11048,0.982076
11049,0.017818
1105,0.991078
11050,1.000000
11051,0.999970
11052,0.907473
11053,0.999983
11054,0.999927
11055,0.015326
11056,0.000322
11057,0.999972
11058,0.437397
11059,0.000000
1106,0.999388
11060,0.118521
11061,0.001738
11062,0.999999
11063,0.999991
11064,0.000590
11065,0.999995
11066,0.999997
11067,0.824488
11068,0.000415
11069,0.999980
1107,0.084118
11070,0.999999
11071,0.999990
11072,0.513834
11073,0.147388
11074,0.000032
11075,0.000002
11076,0.000075
11077,0.000003
11078,0.011470
11079,0.998278
1108,0.999997
11080,1.000000
11081,0.999964
11082,0.026503
11083,0.999022
11084,0.999562
11085,0.998690
11086,0.007494
11087,0.000353
11088,0.932646
11089,1.000000
1109,0.564944
11090,0.999676
11091,0.002941
11092,1.000000
11093,0.999995
11094,0.002092
11095,0.999646
11096,0.997025
11097,0.998911
11098,0.311767
11099,0.059629
111,0.999345
1110,0.003152
11100,0.999235
11101,0.999926
11102,0.001970
11103,0.000000
11104,1.000000
11105,0.177503
11106,0.003236
11107,0.628514
11108,0.002495
11109,0.004113
1111,0.000061
11110,0.020462
11111,0.997196
11112,0.999690
11113,0.207771
11114,0.997021
11115,0.018777
11116,0.988274
11117,0.998621
11118,0.000241
11119,0.000449
1112,0.000157
11120,0.549087
11121,0.137705
11122,0.000020
11123,0.999621
11124,0.000141
11125,0.999747
11126,1.000000
11127,0.000290
11128,0.999824
11129,0.000000
1113,0.000012
11130,0.000178
11131,0.000060
11132,0.995017
11133,0.999890
11134,0.999976
11135,0.001893
11136,0.011900
11137,0.311683
11138,0.997169
11139,0.997573
1114,0.999997
11140,1.000000
11141,0.999737
11142,0.040188
11143,1.000000
11144,0.002176
11145,0.999988
11146,0.983325
11147,0.999999
11148,0.999983
11149,1.000000
1115,0.999377
11150,0.006874
11151,0.999997
11152,1.000000
11153,0.999973
11154,1.000000
11155,0.999917
11156,0.000117
11157,0.999781
11158,0.522745
11159,0.996925
1116,0.999632
11160,0.000002
11161,1.000000
11162,0.000441
11163,0.000001
11164,0.999951
11165,0.989044
11166,0.096857
11167,0.843632
11168,0.009180
11169,0.999885
1117,0.000492
11170,0.996894
11171,0.000112
11172,0.000064
11173,0.999985
11174,0.901581
11175,0.999999
11176,0.999814
11177,0.246076
11178,0.999979
11179,0.000057
1118,0.000001
11180,0.992905
11181,0.157658
11182,0.999915
11183,0.000029
11184,0.048636
11185,0.001093
11186,0.422229
11187,0.000000
11188,0.761913
11189,0.997973
1119,0.000006
11190,0.007171
11191,0.999598
11192,0.000636
11193,0.999999
11194,0.999992
11195,0.999939
11196,0.000010
11197,0.030769
11198,0.036312
11199,0.000000
112,0.999996
1120,0.007021
11200,0.635817
11201,1.000000
11202,0.569040
11203,0.000024
11204,0.999997
11205,0.999166
11206,0.000173
11207,0.000265
11208,0.995554
11209,0.000161
1121,0.999997
11210,0.999830
11211,0.997384
11212,0.908211
11213,0.999951
11214,0.000013
11215,0.000133
11216,0.011092
11217,0.999235
11218,0.998701
11219,0.000000
1122,0.999989
11220,0.043498
11221,0.007861
11222,0.999818
11223,0.009423
11224,0.999994
11225,0.005749
11226,0.000025
11227,0.999998
11228,0.891991
11229,0.999998
1123,0.000017
11230,0.994160
11231,0.999657
11232,0.998105
11233,0.000397
11234,0.000019
11235,0.999997
11236,0.007719
11237,0.999447
11238,0.999938
11239,0.999740
1124,0.400512
11240,0.027294
11241,0.999966
11242,1.000000
11243,0.000004
11244,0.999866
11245,0.000004
11246,0.147566
11247,0.999999
11248,1.000000
11249,0.999992
1125,0.000047
11250,0.998846
11251,0.999571
11252,0.179618
11253,1.000000
11254,0.999133
11255,0.999939
11256,0.000004
11257,0.000019
11258,1.000000
11259,0.011523
1126,0.000380
11260,0.000003
11261,0.999949
11262,0.999994
11263,0.013169
11264,0.000001
11265,0.966476
11266,0.496584
11267,0.959779
11268,0.999714
11269,0.999999
1127,0.000019
11270,0.141520
11271,0.000013
11272,0.999682
11273,0.999970
11274,0.999837
11275,0.000014
11276,0.000002
11277,0.999820
11278,0.997633
11279,0.999993
1128,0.000180
11280,0.038413
11281,0.999999
11282,0.999998
11283,0.999991
11284,0.999973
11285,0.770322
11286,0.999999
11287,0.000017
11288,0.000237
11289,0.000002
1129,0.989599
11290,0.999930
11291,0.000005
11292,0.984478
11293,0.999995
11294,0.999806
11295,0.000001
11296,0.999446
11297,0.999599
11298,0.000077
11299,0.000036
113,0.999816
1130,0.998047
11300,0.999942
11301,0.000045
11302,0.997157
11303,0.999965
11304,0.999892
11305,0.999995
11306,0.999984
11307,0.999732
11308,0.999786
11309,0.999995
1131,0.999281
11310,0.999991
11311,0.986297
11312,0.999994
11313,0.000005
11314,0.999953
11315,0.001030
11316,1.000000
11317,0.000421
11318,0.000879
11319,0.999999
1132,0.002527
11320,0.999969
11321,1.000000
11322,0.999999
11323,0.000003
11324,0.000043
11325,0.000007
11326,0.999476
11327,0.989943
11328,0.000086
11329,0.999998
1133,0.000636
11330,0.000021
11331,0.999959
11332,0.999996
11333,0.999874
11334,0.424776
11335,0.999997
11336,0.000981
11337,0.999256
11338,0.000781
11339,0.992217
1134,0.001489
11340,0.999994
11341,1.000000
11342,0.000355
11343,0.999998
11344,0.999402
11345,0.000013
11346,1.000000
11347,1.000000
11348,0.969138
11349,0.999031
1135,0.000021
11350,0.000149
11351,0.000077
11352,0.999972
11353,0.000036
11354,0.000110
11355,0.000005
11356,1.000000
11357,0.999985
11358,0.999996
11359,0.001487
1136,1.000000
11360,0.556047
11361,0.000593
11362,0.000055
11363,1.000000
11364,0.000031
11365,0.000119
11366,1.000000
11367,0.000047
11368,0.604482
11369,0.000893
1137,0.002989
11370,0.999890
11371,0.995437
11372,0.238367
11373,0.000030
11374,0.000144
11375,0.021488
11376,0.000042
11377,0.000006
11378,0.999918
11379,0.999997
1138,0.000020
11380,0.999820
11381,0.577556
11382,0.999880
11383,0.999965
11384,0.001478
11385,0.999916
11386,0.999998
11387,0.999988
11388,0.002946
11389,0.000532
1139,0.790283
11390,0.000002
11391,0.999997
11392,0.000077
11393,0.076492
11394,0.999986
11395,0.997102
11396,0.000022
11397,0.000115
11398,0.999998
11399,0.999998
114,0.601862
1140,0.000516
11400,0.999982
11401,0.001088
11402,1.000000
11403,0.006673
11404,0.000000
11405,0.000247
11406,1.000000
11407,0.008263
11408,0.999997
11409,0.000007
1141,0.000133
11410,0.670657
11411,0.999890
11412,0.999998
11413,0.004872
11414,0.019527
11415,0.016531
11416,0.999971
11417,0.995840
11418,0.080069
11419,0.999066
1142,0.000100
11420,0.999741
11421,0.000061
11422,0.999991
11423,0.999642
11424,0.000023
11425,0.998413
11426,1.000000
11427,0.997834
11428,0.999999
11429,1.000000
1143,0.015723
11430,0.957262
11431,0.000015
11432,0.000024
11433,0.452675
11434,0.007097
11435,1.000000
11436,0.923469
11437,0.996648
11438,0.998874
11439,0.999997
1144,0.999999
11440,0.000000
11441,0.999962
11442,0.999971
11443,0.999903
11444,0.007796
11445,0.999973
11446,0.000000
11447,0.000002
11448,0.999996
11449,0.967387
1145,0.999999
11450,0.890199
11451,0.999987
11452,0.955748
11453,0.999973
11454,0.990035
11455,0.000665
11456,0.014089
11457,0.000812
11458,0.999999
11459,0.999991
1146,0.999684
11460,0.000054
11461,0.995757
11462,0.988173
11463,0.000221
11464,0.999998
11465,0.033240
11466,0.000045
11467,0.000538
11468,0.986616
11469,0.999987
1147,1.000000
11470,0.999999
11471,0.957594
11472,1.000000
11473,1.000000
11474,0.190099
11475,0.000187
11476,0.012611
11477,0.002700
11478,0.998459
11479,0.025496
1148,0.000000
11480,0.278533
11481,0.000619
11482,0.987491
11483,0.999448
11484,0.005783
11485,0.000723
11486,0.999994
11487,0.999999
11488,0.999999
11489,0.000156
1149,0.999987
11490,0.999995
11491,0.004291
11492,0.002370
11493,0.000000
11494,0.999379
11495,0.128344
11496,1.000000
11497,1.000000
11498,0.003713
11499,0.859554
115,0.004916
1150,0.002244
11500,0.000053
11501,0.208757
11502,0.988525
11503,0.998188
11504,0.000000
11505,0.005189
11506,0.999993
11507,0.990931
11508,0.000137
11509,0.102014
1151,0.999999
11510,1.000000
11511,0.070279
11512,0.999984
11513,0.999964
11514,0.997311
11515,0.999998
11516,0.999910
11517,0.006316
11518,0.000000
11519,0.999974
1152,0.006914
11520,0.999999
11521,0.999687
11522,0.988947
11523,0.000610
11524,0.011379
11525,0.000017
11526,0.999993
11527,1.000000
11528,0.000000
11529,0.000005
1153,0.000000
11530,0.999994
11531,0.000004
11532,0.822254
11533,0.999998
11534,0.085025
11535,0.999829
11536,0.999997
11537,0.907565
11538,0.000018
11539,0.999913
1154,0.999857
11540,0.008934
11541,0.999996
11542,0.999926
11543,0.099133
11544,0.000031
11545,0.000005
11546,0.000069
11547,0.000041
11548,0.993858
11549,0.000677
1155,0.999868
11550,1.000000
11551,0.000018
11552,0.999907
11553,0.999969
11554,1.000000
11555,0.998156
11556,0.000992
11557,0.000010
11558,0.017165
11559,0.002905
1156,0.000231
11560,0.000008
11561,0.999922
11562,0.999978
11563,0.001497
11564,0.001046
11565,0.000257
11566,0.000007
11567,0.999667
11568,0.088780
11569,0.996001
1157,0.999857
11570,0.016176
11571,0.999997
11572,0.000000
11573,0.000002
